Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
76822,5,6,3.28,24966,926482.4677,"317 Rebecca Junction
West Sharon, UT 51606"
68375,6,6,2.28,41563,1100152.088,"5267 Jeffrey Lock
Parksstad, IN 42771-6269"
56984,6,7,2.25,27207,674197.852,"5954 Chambers Isle Apt. 093
Port Tiffany, MD 80411-8043"
72750,8,7,4.11,36051,1587350.294,"235 Thomas Hollow
Wilsonbury, KY 47401-6920"
80157,4,6,4.35,43328,1276987.492,"8384 Davis Neck Suite 013
South Jasontown, TX 20572"
72432,6,7,2.5,23948,982344.8121,"2202 Hubbard Divide Apt. 972
Brownview, NM 98855"
62129,7,8,6.45,37890,1153433.081,"223 Paul Shoals Apt. 026
Georgeshire, VA 83084"
60434,5,7,2.41,29551,799124.8492,"900 James Flats
Adamsview, PR 83717"
75393,7,6,2.39,27537,1169640.324,"591 Jorge Brook
Vincentville, AS 27540-3272"
85994,8,6,4,20304,1591203.49,"297 Garcia Curve
Codyside, NE 95207"
66644,8,6,3.19,36859,1450769.841,"39749 Jaime Brook
Lake Amanda, MS 62810-2464"
76784,6,7,5.03,40278,1381442.758,"64348 Cheryl Tunnel Apt. 642
Matthewton, IA 70043"
71966,8,8,5.22,48874,1930805.947,"39310 George Forge
West Caroline, VA 41040-3222"
78899,6,6,4.16,29959,1280548.089,"5666 Lindsey Creek Apt. 249
East Monicaton, NC 26803"
58322,5,7,2.28,45980,916344.2938,"50532 Max Parks Suite 225
East Davidshire, PW 60274-7425"
51446,6,8,3.43,39900,1170892.98,"9789 Robert Road Apt. 745
Ewingfurt, WV 91075-6812"
79936,7,9,5.02,23655,1616382.932,"097 Ochoa Trace
Joseborough, PR 76696-1567"
49589,7,8,4.13,31734,1056518.913,"PSC 3120, Box 4004
APO AP 28912"
72056,7,7,4.09,43543,1583897.538,"314 Hernandez Plain Apt. 270
Arielfurt, VT 49988-8347"
70126,5,5,4.34,22063,619407.4863,"4138 Brooks Mews
Danielleton, GU 02274-1581"
54839,6,7,6.07,48345,1043415.992,"8938 Kimberly Stravenue
Justinland, SC 31130"
66832,6,7,6.15,33076,1222344.208,"0473 Williams Shore
New Lori, WI 76161"
72121,5,8,3.3,45906,1433538.321,"8133 Mark Overpass
Lake Ricky, MN 53896-2096"
69516,6,8,5.37,28373,1474417.272,"438 Cox Roads Suite 282
Davidhaven, TN 97380"
86310,6,9,6.37,29777,1827899.186,"8452 John Spring Suite 590
Gutierrezberg, DE 05330"
69325,4,8,5.09,36346,1130537.993,"49584 Tamara Shores Suite 197
Marilynton, IN 34938-9428"
62390,5,5,3.36,37536,758886.6888,"13142 Molina Shoals Apt. 657
Nathanchester, AS 56000-0238"
70186,6,7,5.4,26053,1210400.127,"1721 Darrell Shoal Suite 646
West Erin, MO 09594-4514"
46992,5,7,3.1,33235,674817.5428,"8192 Roger Islands
West Vanessa, NC 85335-6851"
69270,6,6,3.26,32699,1232209.476,"74115 Logan Unions Apt. 434
Cannonport, PA 71153-5901"
96290,5,8,5.15,45801,2105205.856,"Unit 4093 Box 6395
DPO AA 76428"
63085,7,9,5.27,35193,1662585.938,"1088 James Shores
Traceyfurt, LA 31588"
76789,5,6,4.21,35936,1443907.747,"52045 Darrell Walk
East Shannon, WV 79583-1252"
58054,5,7,6.13,35258,781482.5832,"63418 Darlene Brook
West Gregory, MT 04666-3953"
68654,6,8,4.17,41730,1557794.021,"6346 Valenzuela Streets
West Robert, MN 42756-3383"
74757,7,7,2.33,24492,1476277.527,"5361 Taylor Plains
East Susanview, VT 73748-8130"
75390,5,6,2.28,49401,1412449.479,"665 Patrick Shoal Suite 523
Josephchester, DC 66472-0044"
63272,8,7,3.02,46312,1438290.851,"634 Steven Trafficway
Lake Staceybury, NE 91068-8520"
63885,8,6,4.33,64567,1667560.879,"42051 Jeffrey Plaza Apt. 613
East Katelynview, MI 10825-3446"
61655,4,9,6.26,41910,1131532.919,"46268 Adams Vista
North Tanya, MA 11229-3420"
52204,6,8,6.34,40056,1154270.485,"030 Marc Pines
Port Michaelmouth, IL 71537"
72178,6,9,6.4,28394,1650770.93,"483 Courtney Mill
Ashleychester, IN 02878-0101"
82817,5,7,2.44,36856,1387987.803,"2803 Hall Garden Suite 357
East Carlos, ND 24006-0791"
60006,8,8,6.4,25480,1325294.121,"36236 Travis Shoal Suite 858
Lake Anna, GU 82041-3833"
71323,6,4,2.31,28796,825095.1086,"281 Cooper Bypass Apt. 273
Michaelfurt, LA 22609"
74112,4,8,3.48,30079,944186.1591,"086 Thompson Path
Katherinefort, NE 92321"
68163,7,8,6.17,36546,1608726.681,"23366 Mary Harbors Apt. 296
North Cynthia, FL 19202-9244"
60273,5,7,4.5,35890,1050223.668,"8775 Angela Flats
West Jasonchester, CT 06251-9759"
61310,7,8,5.4,43992,1417691.113,"154 Johnson Mission
Port Cynthiashire, UT 58197-9118"
73371,5,6,2.24,56541,1386351.145,"9632 Price Freeway Apt. 884
Harriston, IL 41810-0642"
66718,6,8,4.35,20156,1015546.309,"Unit 5509 Box 8951
DPO AP 65100-0476"
61688,5,7,3.48,34761,991934.0654,"253 Marshall Manors
West Karenmouth, MH 73741"
83298,5,6,3.33,33657,1267433.909,"026 Travis Vista Suite 058
Arnoldbury, VI 63132-3223"
79647,5,7,3.32,48361,1491811.661,"Unit 5350 Box 3288
DPO AE 68325"
53042,7,6,4.3,60301,1222887.121,"687 Hart Keys
West Kenneth, FM 70173-8594"
59868,4,8,4.01,47726,1114901.973,"50050 Gibbs Shore
Tateville, OR 19410-0443"
68570,5,6,4.09,44477,1024787.942,"Unit 8667 Box 6237
DPO AE 76811-0261"
55457,6,5,2.14,37009,675489.7527,"USNS Hall
FPO AA 28619-5770"
70021,7,8,4.17,44936,1515157.081,"161 Aaron Points Suite 953
North Ricky, OK 76842-7978"
51797,5,7,4.14,30640,491085.826,"USNV Price
FPO AP 84761"
40394,5,8,3.15,40852,737147.0943,"55489 Hardy Summit Apt. 183
North Jasmine, DC 28961-0760"
68598,5,7,4.27,45359,1208875.084,"867 Lindsey Burg Suite 870
West Allisonport, TN 11634-2334"
41519,7,8,3.16,40432,1073355.784,"16529 Farmer Shoals
Graymouth, HI 13778"
67186,6,4,3.4,16293,554702.6802,"3602 Brian Flat
South Katherineborough, KS 22066"
64316,6,6,4.39,38159,1225796.414,"04197 Billy Green
Ericchester, TN 24477"
69048,5,6,2.5,41774,1282339.35,"9707 Robin Groves Suite 519
Browntown, MA 39144-3070"
70036,6,8,6.34,47619,1409824.638,"9107 Ruben Rapids Apt. 704
Garrisonstad, VT 67980-5474"
79710,5,8,6.24,39830,1448668.424,"317 Deborah Terrace
Barnesmouth, OH 79653"
52800,7,7,6.5,20438,728402.0001,"30346 Roth Square Suite 379
South Scottton, KS 95914-7684"
64635,7,5,2.35,52132,1381482.685,"5904 Hernandez Flat
West Dawn, MP 80987-3220"
69468,5,7,4.1,55700,1424994.375,"922 Collins Corners
Martinberg, KY 42192-6166"
79505,7,8,4.1,42677,1741105.641,"106 Colon Courts
South Brittanystad, MO 22511-2522"
73790,7,6,2.29,47039,1361230.121,"3403 Jacob Shoal
Olsonton, WI 83296-0881"
55813,8,8,6.04,22779,1164497.019,"65858 Simmons Coves Apt. 430
East Garyshire, LA 01286"
75947,5,7,6.23,37455,1375736.957,"2198 Green Pike
South Nicole, KY 29768"
58615,5,6,3.43,40187,636506.0006,"5802 Hudson Crest
Elliottstad, UT 03084"
56868,6,7,3.32,31060,775957.6721,"7086 Sheila Curve
North Amandaburgh, DE 08791"
70587,5,7,4.22,31799,976540.0985,"287 Fields Falls Suite 212
Wellsside, WY 48741"
64494,6,8,3.44,29404,1048302.409,"335 Adam Key
Port Luisport, WY 56139"
61808,4,6,4.49,40775,575694.1732,"055 Willis Cliff Apt. 822
New Patrick, AS 92805"
78748,6,6,4.05,30641,1365437.489,"9766 Brandy Cliff
Ashleyberg, VA 00360-7364"
71535,6,8,4.33,37402,1403219.371,"661 Jackie Key Suite 126
Jamesbury, CA 17905"
72387,7,7,4.04,49847,1723424.672,"2188 Derek Orchard
Port Katieshire, IL 81640-8404"
80258,7,8,6.08,42015,1987332.217,"25489 Ortiz Corners
Port Kirsten, LA 78616"
60831,7,7,5.45,33624,1285202.337,"91286 Small Shoal
New Jacqueline, CO 84213"
74325,6,6,3.37,32035,1306056.565,"73203 Kristy Pine Apt. 726
Randyview, VA 26110"
54563,6,6,2.45,39736,778546.1621,"394 Jeffrey Walk
Lake Stephanieton, HI 16250"
74368,5,6,4.42,44664,1155681.867,"8067 Brennan Terrace Apt. 030
Jesseburgh, MN 28580-0632"
84377,6,8,6.15,27093,1540737.193,"103 Jennifer Cove Suite 744
East Victoria, DC 35220-7777"
66524,5,7,4.11,34619,934408.7143,"490 Mason Curve Suite 347
Thomasshire, CA 19167"
47685,5,6,3.23,20963,294170.7464,"19856 Howard Estate
North Ronald, OH 95625"
75072,6,7,3.05,35579,1423025.101,"462 Hull Plains Suite 537
South Christopher, DC 83232-9702"
52158,6,6,2.36,44783,876763.5841,"PSC 9607, Box 4025
APO AE 44132"
93440,4,7,3.25,34931,1416408.25,"6172 Taylor Station Suite 898
Buckstad, IN 33369-1773"
56914,5,6,4.47,36352,972536.6628,"204 Lee Courts Apt. 958
North Troy, PR 25108-5021"
71337,8,5,4.19,58926,1729061.656,"163 Curtis Road
West Heathershire, DC 14103-3598"
73121,5,6,2.27,32402,981259.5641,"3175 Louis Ville
East Abigailmouth, CO 75216"
54700,7,5,4.34,46224,1125230.45,"08283 Jim Drives Suite 982
East Christinafurt, WA 28832-9229"
38140,6,6,2.13,45900,723750.0653,"2899 Katherine Junction
North Richardview, SC 52089-4919"
74567,6,8,5.29,44393,1556552.474,"683 Nicholas Lake Suite 278
Maryborough, NV 35094"
71629,5,7,4.2,44388,1391303.787,"025 Sandra Spring
Aaronbury, OK 28010"
71376,5,8,5.39,30470,1103648.288,"8181 Michelle Fords Apt. 976
South Sharonborough, IL 69416-4860"
82858,8,9,5.44,36836,2005037.307,"9963 Terri Cove Suite 637
Port Danielleborough, HI 98045-2788"
67907,5,6,2.26,30268,1055153.32,"7979 Pierce Burgs
North Deborah, IA 88107"
80607,6,7,4.11,34355,1389366.718,"5478 Mueller Loaf
Marissaside, VA 10147"
63586,6,8,3.14,43548,1249461.562,"559 Tammy Knolls
Port Gary, WY 40773-0532"
87802,5,7,5.37,34354,1501482.22,"87550 Jackson Estates
Lake Michelle, OK 38565"
64446,6,7,4.12,46744,1296134.395,"9910 Jessica Greens
Grahamfurt, SD 63388"
56501,7,6,4.42,34720,992773.7916,"76968 Carla Forks
North Samuelborough, IN 98003-5220"
65037,6,8,6.28,27357,1085101.324,"Unit 8978 Box 9314
DPO AA 62679"
55147,5,7,2.21,40018,734562.1045,"19193 Kristin Drive Apt. 199
Richardshire, FM 36385"
52123,7,8,3.04,38765,1221827.822,"1345 Chavez Canyon
Lake Alexander, IN 90097"
59765,7,7,4.38,39557,1489970.147,"1500 White Dam Apt. 706
Angelatown, MI 85680-7551"
79746,8,6,3.37,39512,1696086.168,"PSC 2584, Box 7364
APO AP 59818"
66450,5,6,4.21,18726,891259.3384,"022 Valdez Freeway
Shannonstad, MA 34534"
65315,7,6,2.42,36565,1347083.07,"52106 Bradley Ferry Suite 244
Chasechester, NJ 96162-4379"
59879,6,9,6.21,40839,1428797.372,"9188 Morris River
Millerside, MT 60924"
65221,6,9,4.49,19500,1198678.984,"069 Mary Mission Suite 064
Karenchester, ME 18824-1236"
54850,7,7,6.18,43808,1194083.247,"4680 Kristina Bridge
Marquezville, MN 20305"
86261,5,7,3.08,23965,1233126.836,"37233 Reed Tunnel
Williamsport, MS 62923-6005"
73391,7,8,4.21,36714,1587585.485,"628 Edwin Points
Port James, OK 42229-3818"
70323,5,5,4.14,36148,1025439.434,"946 Romero Junction Apt. 325
Lake Annette, ME 12933"
62124,5,7,4.01,20479,700903.5639,"363 Smith Road
West Allison, NY 64334"
55745,8,7,2.4,36078,1180903.434,"51858 Martinez Glens
Lisamouth, UT 55482-2907"
60244,6,6,2.09,24603,914136.5198,"39114 Hannah Estate Suite 569
South Danielton, GU 39533"
53625,7,6,4.32,36076,1178600.648,"1725 Allen Dale Suite 239
Elizabethbury, GU 83239"
67168,7,6,3.16,45708,1328572.191,"771 Murray Spring Apt. 685
Bennetttown, MI 95170-5129"
71405,4,7,4.39,22084,742449.3106,"8184 Thomas Field Apt. 834
South Sherrystad, PW 74340"
45863,6,7,3.34,34426,964596.7498,"166 Alejandro Ways
North Stephanieton, NH 35401-1503"
67424,7,10,3.19,37721,1613037.509,"5752 Kimberly Run
South Seth, GU 83042-8433"
69209,6,7,4.05,13355,816772.3751,"3178 Thompson Wells
West Valeriebury, CT 94570"
67952,6,6,3.3,38731,1283208.829,"599 Rollins Port
North Justinburgh, WY 70184"
61868,5,7,3.23,26133,975385.5554,"11929 William Plaza
Mullinsland, NE 97750"
61369,5,6,4.38,37671,889845.6012,"06367 George Underpass
Hubbardfort, TX 32436"
63581,6,8,3.14,31081,979282.7631,"613 Stephenson Motorway Suite 485
North Diane, TX 13834"
62669,5,6,2.15,38548,896937.6578,"PSC 9208, Box 7434
APO AE 49176"
90586,7,6,2.28,34923,1712388.873,"06374 Martin Passage
New Shawnland, KS 59839-6569"
72450,6,7,4.46,44066,1367292.96,"PSC 7494, Box 2912
APO AE 17450-9053"
67683,6,6,3.18,31420,949879.9339,"899 Aguirre Corner Apt. 026
Brownborough, AR 91532"
79058,8,10,3.43,27142,2050594.046,"34645 Brandy Station
Salinasport, MO 74104"
88799,6,5,4.24,39139,1616631.334,"532 Coleman Hollow Apt. 140
Sandovalberg, AK 63927-0427"
61151,8,7,3.15,31517,1358350.398,"944 Leonard Green
Mckinneyberg, MI 33444"
73985,7,8,5.4,36773,1708127.578,"530 Dwayne Via
Montgomeryport, FL 60457-2198"
79916,8,7,4.18,53160,1970419.054,"57221 Joseph Extension
Port Peggyborough, GU 56078-8564"
80055,6,7,6.1,44973,1636080.39,"734 William Turnpike Apt. 785
Davidberg, RI 99205-7061"
60993,6,9,6.24,55948,1591269.993,"30241 Webster Route
Estradaborough, NH 40106"
72533,8,6,2.26,46370,1806231.452,"99091 Mosley Station
Lewisside, KY 57953"
69753,6,5,2.25,50740,1138748.964,"510 Erik Track Apt. 093
Padillastad, MA 37207-5431"
77624,6,6,2.24,38661,1246440.856,"467 Sierra Trace Suite 724
South Adamchester, IN 71539-7488"
84292,7,6,3.41,24380,1407123.8,"08588 Brenda Junctions
Ingramburgh, MO 23967-1554"
75790,6,7,3.49,31312,1370830.389,"27677 Soto Underpass Suite 189
South Carla, IN 62296"
73080,5,7,4.21,56971,1492521.867,"34796 Conrad Street
Melissaville, MP 94430-9181"
66236,4,6,2.17,34922,762391.7761,"Unit 5207 Box 8213
DPO AP 65091-3577"
85852,6,7,5.45,33200,1668448.098,"PSC 8780, Box 7310
APO AE 82682"
62333,5,7,6.18,29705,945057.3184,"5219 Ray Lights
Kellershire, NJ 68873-7542"
60110,6,6,4.19,32536,874497.2655,"29222 Smith Rest
Michelletown, MS 57014-3973"
76568,5,6,4.24,30824,1080170.907,"393 Edward Falls Suite 016
West Steveville, GU 02435"
73257,4,6,2.2,44882,1049007.017,"65670 Jerry Ridges
West Linda, IA 67283"
53657,6,6,2.37,38994,826587.3919,"00347 Donald Cliff Apt. 813
Port Kimberlyland, AR 23707"
78583,5,7,3.07,35272,1384328.122,"22992 Gonzales Crossroad Suite 385
Port Jacobport, AS 35161"
62370,7,7,4.42,27221,1027311.508,"5049 Emily Roads
New David, MS 50520-8538"
72938,7,7,2.04,57122,1938713.985,"11627 Robert Turnpike
Frankview, WI 66018"
77034,4,8,6.26,26160,1025417.888,"0569 Reed Gateway Suite 278
Mcmahonport, IA 99324-3105"
49854,5,8,3.46,27403,594816.9325,"57320 Timothy Summit Suite 813
Jonathanview, SD 71285-5217"
87904,5,6,4.41,28782,1369970.613,"8946 Amanda Groves
North Jasonfurt, OR 67994-4423"
35609,7,8,6.35,20833,449331.5835,"652 Stanton Island
Adamsview, VA 56957-9960"
62933,7,8,3.14,32234,1253359.954,"6228 Cristina Walk
Collinsstad, RI 77748"
73261,6,8,6.44,25943,1347234.093,"68561 Guzman Pike
East Sophiamouth, SD 27058"
71452,5,7,4.08,42152,1257780.067,"319 Leah Way
New Kimberlyborough, DE 67521"
65551,5,8,3.22,55084,1474296.416,"008 Hanson Circles Suite 611
Lake Timbury, TX 85722"
73309,7,7,2.1,39583,1513273.017,"517 Padilla Via Suite 659
Lake Christopher, GA 09246"
55331,4,8,6.2,53056,1042243.731,"825 Walsh Estate Apt. 155
Lake Allen, MT 72047"
73212,6,6,4.36,34020,1288069.226,"35199 Avery Turnpike
Colonport, LA 95955-3267"
78300,6,9,6.1,53921,1988563.993,"81498 James Keys Suite 246
Chambersshire, ME 69563"
69155,4,7,4,36179,799842.3758,"40506 Patricia Streets Suite 594
North Joshua, NJ 70635"
76108,7,7,3.13,56377,1813555.33,"130 Browning Union
West Latoya, CO 81571-8710"
55415,6,5,2.39,24291,492984.5947,"1567 Larson Lakes
Alvarezview, MT 72082"
81970,5,7,2.38,33285,1325531.155,"6477 Cunningham Manor
South Thomasshire, OR 14654"
53935,8,7,2.26,53504,1315138.251,"USCGC Johnson
FPO AP 08459-0719"
61059,5,6,4.35,36325,729990.0244,"6317 Walsh Key
Rachelbury, WY 60943"
61677,6,9,4.04,38468,1328658.911,"9423 Paige Unions Apt. 551
Valeriebury, AZ 96799-4795"
59391,6,9,6.32,64543,1599416.014,"0309 Kaylee Springs
Joelhaven, MA 29639"
72007,6,7,2.13,53713,1348251.597,"Unit 3582 Box 2159
DPO AA 10955"
77080,4,7,2.39,32237,1018457.987,"459 Foley Parkways Apt. 307
Andrewtown, KY 41233"
86220,6,6,2.48,44034,1517597.527,"9891 Jon Crest
North Kevin, AZ 87146"
65280,7,6,2.25,39419,1247289.49,"9722 Daniels Haven Suite 025
Lake Jennifer, DC 85154"
64962,7,7,3.41,17094,906034.6514,"770 Kenneth Avenue
Anthonymouth, IN 34062"
68450,7,6,2.38,32148,1203089.989,"48027 Gomez Court
Charlesberg, OH 33137"
62306,6,8,3.19,47067,1375771.129,"8553 Donald Avenue
Bakerville, SD 40866"
51621,5,6,2.35,18194,459446.4193,"2696 House Spur
Brittanyshire, NJ 19481-7658"
66571,5,9,5.2,26652,1238486.17,"08132 Paula Mountain Suite 428
North Tyler, IL 81930"
80963,6,7,4.32,24602,1309768.196,"61104 Cruz Expressway Suite 446
Donaldberg, NH 44190"
61761,6,7,2.5,38825,1111580.1,"68508 Hall Canyon Apt. 405
Jonathanbury, MI 18677-2405"
80932,6,4,4.12,31837,1099788.698,"Unit 3247 Box 3138
DPO AP 57852-8508"
73279,6,7,4.03,23586,1247384.085,"2611 Christine Road
Nicoleport, VT 37604-0248"
74416,5,7,6.42,47907,1546469.783,"45752 Nelson Glen Suite 166
Manningside, MA 58972"
64591,5,7,3.06,19652,729315.3749,"6902 Rodriguez Flats
Port Tylermouth, KS 00622-4564"
65627,8,7,2.21,44808,1614667.528,"71899 Cole Throughway Apt. 835
North Wendymouth, FM 73767"
75435,6,8,4.04,43182,1613325.655,"746 Steele Terrace Suite 937
Hughesborough, MS 51862"
70154,4,6,2.33,35808,765505.3475,"Unit 6663 Box 8817
DPO AE 57810"
84014,7,7,3.23,41819,1696785.902,"USCGC Martinez
FPO AP 67990-6855"
65489,6,7,3.12,22599,980161.6274,"389 Luna Squares Apt. 797
East Russellmouth, AL 36775-2638"
78545,6,6,4.21,34477,1167621.046,"1162 Michelle Green
Cheyennechester, NM 45297-5228"
71893,6,8,4.22,19034,995849.7751,"USCGC Gomez
FPO AA 97030"
73311,6,6,2.14,37253,1276494.765,"3960 Bush Walks
Kimville, TX 38356-9719"
77505,6,7,5.29,41865,1649156.608,"2669 Karen Square Apt. 062
New Jennifermouth, PR 19498"
75669,5,8,3.27,40746,1603268.211,"216 Oliver Keys
Zamorafurt, GU 66579"
77032,5,8,3.22,29023,1314387.407,"Unit 8133 Box 6709
DPO AE 86310-8698"
71467,6,7,3.33,39812,1357366.528,"72667 Timothy Flat Apt. 173
Robinsonmouth, GU 99851-4011"
70189,5,6,4.26,53705,1308017.314,"47143 Terry Plain
Karenfort, AL 41285-0143"
77086,6,6,4.44,21287,1246015.297,"231 Michelle Falls
Williamsfort, AR 04033-9918"
80957,7,7,6.2,30545,1467959.529,"24628 Gray Curve
Kirkshire, WY 39107"
56987,6,8,5.17,43921,1239309.915,"736 Tara Dam Suite 886
Port Katelynchester, LA 57144-8259"
69156,7,7,4.31,40808,1457022.63,"31028 Smith Springs Suite 877
South Jeffreychester, WI 94105-9295"
76850,5,6,4.04,36333,1315666.874,"8088 Miller Plains
Mollyport, AK 44811-8095"
70867,6,6,2.45,24512,885709.7643,"538 Roger Circle Apt. 824
Juarezport, OR 83733"
54028,5,6,3.2,31320,566645.8578,"PSC 9663, Box 0897
APO AA 89838"
64315,6,6,2.1,34940,1088176.201,"759 Oneal Crescent
Colleenport, NM 31592-5032"
66375,6,6,3.11,36809,1105737.462,"280 David Viaduct
New Laurenbury, GA 91091-4353"
63222,7,8,4.3,44348,1571664.903,"23837 Kayla Lodge
North Susan, ID 23300"
80418,5,7,4.32,44524,1412144.508,"91640 Christina Islands Suite 013
Jillstad, IA 21280-8165"
73054,6,7,4.3,41687,1220724.177,"2248 Bell Isle
Christinaburgh, OK 79572"
62949,6,7,4.49,30495,1011909.694,"88935 Thomas Ports Apt. 639
East Kimberly, MS 36461"
59038,5,8,5.41,26234,685922.3852,"USNS Johnson
FPO AA 60918"
67315,6,6,4.26,31873,1175190.673,"6245 Steven Alley Suite 766
New Manuel, NE 20516-7507"
58714,6,8,5.28,32763,1053891.645,"005 Robin Road Apt. 246
Port Larrychester, NE 24085-7161"
78287,4,7,5.29,42426,1360502.249,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337"
68785,7,7,4.03,48565,1409038.987,"2707 Kaiser Summit
Port Jason, MN 67672"
62971,6,7,2.48,14241,547794.5712,"12649 Cindy Parkway
South Joseph, CT 07688-3813"
85048,5,6,4.38,23663,1211442.941,"0191 Danielle Park Suite 342
Matthewmouth, ND 66877"
82425,5,6,2.36,41020,1403296.258,"298 Edwards Village Apt. 878
East Jeffreyshire, OH 06998-9930"
68817,6,5,4.07,35622,1125696.862,"6322 Jensen Overpass
Port Seth, UT 98405-6588"
63170,6,5,2.09,44345,1067191.98,"3488 Marshall Summit
Warnerport, CT 34831-0820"
66944,4,7,3.03,28985,786257.7826,"340 Peggy Village Suite 573
Tammyview, TX 20289"
74591,6,7,3.19,28861,1341069.16,"8904 Morales Crossroad
South Deborahmouth, MA 50627"
62302,5,7,3.44,40291,777718.8986,"286 Allen Common Apt. 060
North Katelynmouth, OH 14510"
67560,7,7,5.05,32488,1539465.42,"68740 Jason Parkways Apt. 313
Jasmineland, UT 82929-2936"
70792,5,5,4.03,19315,738760.7474,"94998 Castro Mill
Richardmouth, PA 16381-9282"
61016,5,6,4.16,39588,777144.2542,"14496 Alexander Lakes
Port Darren, IL 51842-5682"
65013,7,8,3.13,23040,1131040.702,"5299 Rodriguez Springs Apt. 297
Castillohaven, RI 44975-9034"
59180,6,7,2.45,33550,892718.091,"528 Nancy Points
Lake Edward, FM 85808"
44426,6,8,3.06,55839,1344406.93,"738 Sue Forks Suite 386
Lake Katherineville, MI 07940-4286"
52890,7,9,3.21,27165,1174949.861,"246 Anderson Circles
Sarahshire, TN 88894-1090"
57897,5,8,6.3,35961,948054.0087,"4667 Brandon Lights Apt. 706
North Loriside, HI 90662"
67548,6,8,3.4,50214,1432902.753,"PSC 4208, Box 3441
APO AA 84455"
72009,6,7,3.49,59314,1649947.16,"824 Katherine Creek
Lake Leslie, KY 06569-7910"
50144,4,8,4.04,67601,1168588.031,"79390 Scott Flat
Wongbury, SC 60268"
63336,6,6,3.44,35469,1172514.722,"524 Patrick Heights Suite 522
Lewisport, VA 82776"
66083,4,9,4.17,39186,1051173.465,"54042 Proctor Corner Apt. 796
New Staceyville, AL 77840-1927"
68577,8,6,3.29,23927,1235747.512,"622 Felicia Coves Apt. 084
Port Ianport, NE 80183"
69606,6,7,2.13,17597,984010.7053,"7298 Linda Turnpike
Lynnstad, FM 06435-7232"
57277,8,6,3.47,35374,1210610.163,"544 Rivera Path
East Mark, AK 64190"
73682,5,5,2.22,34366,766078.3708,"364 Benjamin Place Suite 843
South Karen, KS 76654-9243"
74057,6,6,3.09,38823,1234636.452,"USCGC Duncan
FPO AP 61349-9468"
60326,7,8,6.45,38418,1364306.769,"2441 Amber Manors Suite 444
Kleinfort, TN 26624-3469"
84851,6,6,2.48,34266,1429383.352,"084 Janice Islands
New Howard, TX 30144"
74009,6,9,5.28,32744,1680788.287,"28451 Aaron Crescent Suite 764
Lake Mary, WV 10610"
64059,6,6,3.12,27866,884891.4955,"979 Kiara Park Suite 926
New Joshuastad, ID 05392"
71579,6,6,2.44,40131,1198572.866,"Unit 3168 Box 1461
DPO AP 93389-0125"
64730,6,6,2.37,31879,996924.6914,"434 Zachary Villages Suite 228
West Lorraine, GA 90758"
70763,7,7,4.43,29874,1417403.312,"8016 Albert Underpass Suite 606
South Catherine, SC 07163"
62072,4,7,4.33,23854,549947.2482,"556 Nguyen Extensions Apt. 746
East Trevormouth, MN 70379-9628"
63210,5,9,4.24,33968,1241699.117,"01546 Annette Cove Suite 203
Clementsport, MP 78826"
61009,5,7,3.41,60309,1258686.286,"39003 Joshua Oval
East Jacob, CA 65413"
62567,8,6,4.28,26718,1144177.776,"51832 Lindsey Locks
West Donnaburgh, DE 19633-6063"
60427,6,9,6.08,46777,1518387.142,"8906 Patricia Corners Suite 926
Davidsonville, PR 86858"
56350,5,7,4.04,31049,592512.4283,"83609 Sullivan Shore
Montgomerychester, MO 60768"
65827,7,6,3.14,46347,1283590.459,"281 Chen Cape Suite 523
Burnsfort, AL 87881"
63377,6,6,3.16,29744,1014093.31,"8394 Nathan Summit
Port Johnmouth, NE 50019-6886"
77276,7,8,3.31,41162,1535152.074,"2768 James Trafficway Suite 095
Gallegostown, MD 36169"
68057,7,8,6.2,52548,1754576.146,"02202 Morgan Trafficway Apt. 654
East James, MI 98044-7856"
59829,6,8,3.5,47591,1384965.654,"948 Murphy Gardens
Robertside, KY 53619"
65672,4,6,4.08,34641,554253.054,"87947 Dean Valleys
New Felicia, NM 07523"
66667,7,8,6.29,37198,1502451.114,"USNS Thomas
FPO AE 22417"
78075,6,8,4.06,58052,1930802.919,"35058 Gregory Heights Suite 044
Garciaburgh, GA 63314"
77911,6,5,3.04,42795,1309860.059,"USNV Morris
FPO AP 49380"
70378,7,5,2.35,31646,1110525.989,"347 Nguyen Center Apt. 713
Nguyenmouth, GA 87473-7584"
62845,7,7,4.26,44604,1543357.454,"Unit 9774 Box 4511
DPO AE 44963"
69700,7,8,3.06,47249,1736442.48,"01484 Wright Plains
Nicolemouth, GU 35434"
75478,7,7,5.03,18879,1370367.788,"83819 Crawford Trafficway
Lopezchester, MH 76931"
79750,6,7,4.15,36085,1614916.469,"USS Cline
FPO AE 74379-7138"
63618,8,5,4.46,30693,1124463.04,"714 Valerie Isle Suite 592
Atkinsonmouth, LA 88128-9040"
71501,5,7,5.26,44428,1293383.89,"6670 Murray Street
Kevinside, WA 07925"
81571,5,7,6.29,32485,1472967.814,"658 Peck Island
New Tanya, SC 41055-0305"
60270,6,7,4.21,26946,1009809.984,"4405 Erik Alley Apt. 566
Davidshire, VT 54733"
66408,6,6,2,38708,1217061.254,"77722 Shelton Summit
West Ronald, AL 87671-6135"
